time mnvel errvel tel
2450385.396100 6.000000 9.000000 elodie
2450447.366900 9.000000 9.000000 elodie
2450476.284400 112.000000 8.000000 elodie
2450479.264100 -47.000000 7.000000 elodie
2450700.607000 -13.000000 8.000000 elodie
2450701.612200 38.000000 8.000000 elodie
2450702.570700 121.000000 7.000000 elodie
2450730.503800 91.000000 8.000000 elodie
2450733.547800 -51.000000 10.00000 elodie
2450735.503500 92.000000 11.00000 elodie
2450797.325500 -105.000000 8.000000 elodie
2450821.322300 -132.000000 7.000000 elodie
2450823.347700 -21.000000 7.000000 elodie
2450825.349700 -173.000000 8.000000 elodie
2450825.354700 -165.000000 8.000000 elodie
2450825.402100 -132.000000 11.00000 elodie
2450859.276300 -73.000000 8.000000 elodie
2450863.277800 -142.000000 8.000000 elodie
2451053.622200 -24.000000 9.000000 elodie
2451118.463500 -70.000000 9.000000 elodie
2451118.469000 -48.000000 10.00000 elodie
2451122.497800 -73.000000 11.00000 elodie
2451152.384200 -122.000000 12.00000 elodie
2451155.345700 24.000000 13.00000 elodie
2451158.370800 -124.000000 9.000000 elodie
2451174.299400 2.000000 12.00000 elodie
2451420.615000 13.000000 8.000000 elodie
2451421.633200 13.000000 8.000000 elodie
2451439.560700 6.000000 8.000000 elodie
2451505.420200 51.000000 8.000000 elodie
2451508.429400 -37.000000 7.000000 elodie
2451511.525000 72.000000 9.000000 elodie
2451556.354300 -9.000000 8.000000 elodie
2451559.368200 -107.000000 7.000000 elodie
2451561.340100 32.000000 8.000000 elodie
2451587.265400 -110.000000 9.000000 elodie
2451590.254400 0.000000 8.000000 elodie
2451808.531000 -107.000000 9.000000 elodie
2451852.463300 63.000000 10.00000 elodie
2451882.385900 -34.000000 8.000000 elodie
2452159.631700 -57.000000 8.000000 elodie
2452160.649200 -2.000000 8.000000 elodie
2452162.537600 65.000000 8.000000 elodie
2452216.413700 -28.000000 7.000000 elodie
2452218.418100 -22.000000 7.000000 elodie
2452249.353900 -40.000000 8.000000 elodie
2452250.327300 -31.000000 9.000000 elodie
2452531.586800 -71.000000 8.000000 elodie
2452885.572400 96.000000 8.000000 elodie
2451452.86152 -13.8 9.2 mcdonald
2451452.86540 -3.0 13.4 mcdonald
2451504.69248 0.8 8.1 mcdonald
2451530.78235 -22.2 9.4 mcdonald
2451532.65475 -16.0 10.8 mcdonald
2451557.64589 26.8 7.7 mcdonald
2451750.96883 113.1 10.6 mcdonald
2451775.91401 -54.7 8.1 mcdonald
2451778.93251 63.8 9.8 mcdonald
2451809.77554 -62.0 8.6 mcdonald
2451859.76793 -50.3 6.8 mcdonald
2451861.85297 96.7 7.1 mcdonald
2451861.85893 96.1 7.7 mcdonald
2451862.79111 91.5 11.9 mcdonald
2451862.79735 68.8 10.1 mcdonald
2451918.75978 5.0 8.7 mcdonald
2451918.76434 23.1 9.5 mcdonald
2451920.67309 46.5 6.9 mcdonald
2451946.68903 23.8 14.3 mcdonald
2451987.57597 6.3 9.1 mcdonald
2452142.87690 55.5 9.3 mcdonald
2452218.75362 -63.5 9.6 mcdonald
2452249.68686 -6.3 8.5 mcdonald
2452329.57235 -125.9 8.7 mcdonald
2452495.93509 -151.8 14.9 mcdonald
2452539.84157 -104.7 9.3 mcdonald
2452539.84425 -113.3 9.4 mcdonald
2452577.85533 5.0 8.5 mcdonald
2452619.75862 44.4 8.5 mcdonald
2452933.79237 102.3 10.4 mcdonald
2452933.79503 92.7 9.8 mcdonald
2452958.68304 -5.6 9.1 mcdonald
2453015.67064 28.9 8.2 mcdonald
2453035.57199 -20.0 7.0 mcdonald
2453394.63389 77.3 10.2 mcdonald
2453394.64950 85.3 10.0 mcdonald
2453394.65545 76.5 10.8 mcdonald
2453632.91257 -106.3 9.2 mcdonald
2453690.78040 -29.4 10.0 mcdonald
2453691.77259 -130.3 13.4 mcdonald
2453746.71222 -150.9 8.3 mcdonald
2449617.921 -7.36 7.68 tillinghast
2449620.828 -138.01 11.40 tillinghast
2449621.875 -49.31 12.83 tillinghast
2449671.674 -108.00 19.12 tillinghast
2449909.990 -129.87 14.57 tillinghast
2449972.946 5.33 10.05 tillinghast
2449994.956 -76.46 9.76 tillinghast
2449997.988 -89.85 10.42 tillinghast
2450053.697 -83.41 11.56 tillinghast
2450054.764 -89.32 9.82 tillinghast
2450055.685 -17.12 13.08 tillinghast
2450056.754 4.31 15.58 tillinghast
2450057.685 -12.20 17.96 tillinghast
2450291.933 165.16 12.38 tillinghast
2450294.952 16.87 11.96 tillinghast
2450413.793 25.42 11.78 tillinghast
2450418.645 22.23 9.52 tillinghast
2450419.641 19.14 12.09 tillinghast
2450420.685 114.07 10.66 tillinghast
2450465.597 35.39 10.35 tillinghast
2450468.606 112.51 5.46 tillinghast
2450470.658 76.66 9.03 tillinghast
2450647.968 95.36 8.47 tillinghast
2450708.991 41.79 6.55 tillinghast
2450711.011 80.46 8.21 tillinghast
2450711.838 134.52 8.69 tillinghast
2450732.837 -12.21 15.49 tillinghast
2450734.862 114.47 13.01 tillinghast
2450735.928 97.05 15.76 tillinghast
2450738.695 60.57 9.99 tillinghast
2450760.795 -28.08 9.08 tillinghast
2450761.838 64.52 10.65 tillinghast
2450767.762 124.40 19.89 tillinghast
2450769.817 -15.92 21.72 tillinghast
2450831.645 8.29 9.49 tillinghast
2450850.580 58.61 13.07 tillinghast
2451061.888 -70.25 12.66 tillinghast
2451063.921 -43.32 16.75 tillinghast
2451065.967 -97.18 14.72 tillinghast
2451093.936 -141.33 15.73 tillinghast
2451095.838 -39.77 22.90 tillinghast
2451097.848 -176.76 15.38 tillinghast
2451099.868 -25.74 15.25 tillinghast
2451125.812 -135.65 14.93 tillinghast
2451126.714 -60.96 17.08 tillinghast
2451127.776 8.97 15.47 tillinghast
2451155.644 61.05 12.44 tillinghast
2451156.725 -37.24 14.58 tillinghast
2451180.641 -96.65 25.42 tillinghast
2451181.587 -46.62 10.19 tillinghast
2451206.611 74.93 13.17 tillinghast
2451213.581 -74.08 19.37 tillinghast
